nation,state,county,2020-01-23,2020-01-30,2020-02-06,2020-02-13,2020-02-20,2020-02-27,2020-03-05,2020-03-12,2020-03-19,2020-03-26,2020-04-02,2020-04-09,2020-04-16
US,,,,0.00193832257564304,0.00290748386346456,0.000969161287821519,0,0.0218061289759842,0.0770483223818108,0.700703611094958,5.85567250101762,33.9637727510612,77.4970440580721,105.481091663275,100
Spain,,,,0,0.00315198890499905,0.00315198890499905,0,0.0409758557649877,0.769085292819769,6.36071361028809,49.4420979638152,125.521654163777,171.086805774444,129.726407363046,100
Italy,,,,0,0.00790045427612088,0.00395022713806044,0,2.57554809401541,12.6525775232076,33.987754295872,112.869840015801,156.247284218843,136.887221015208,112.123247086707,100
France,,,,0.00838560359574682,0.00167712071914936,0.00838560359574682,0.00167712071914936,0.0436051386978835,0.568543923791635,3.19323784926039,14.406466977493,30.664475228927,50.2297655385235,45.666320061718,100
Germany,,,,0.0204949531177947,0.0409899062355895,0.0204949531177947,0,0.153712148383461,2.23394988983963,8.1774862940001,67.8485422964595,146.631142081262,209.335451145156,171.066249935953,100
US,New York,New York City,,0,0,0,0,0,0.0110748103438729,0.254720637909076,6.56736253391661,57.1570961847278,79.4562268121158,97.5081676726286,100
United Kingdom,,,,0,0.00526094276094276,0.0184132996632997,0,0.0157828282828283,0.263047138047138,0.896990740740741,5.87384259259259,23.5926978114478,58.0281986531987,82.488952020202,100
Iran,,,,0,0,0,0.0424628450106157,2.03821656050955,27.7537154989384,55.7282377919321,70.76008492569,93.4097664543524,178.870488322718,133.774946921444,100
Turkey,,,,0,0,0,0,0,0,0.00313371564664222,0.598539688508665,10.7705806775093,45.4576791701921,75.6698317194698,100
China,Hubei,,,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,,,,0,0.0101770812131081,0,0,0,0.498676979442296,2.68674944026053,15.0722572766131,45.1862405861999,92.7437410950539,98.0561774882964,100
Brazil,,,,0,0,0,0,0.00810832725208789,0.0243249817562637,0.389199708100219,4.61363820643801,19.1680856239358,41.0200275683127,81.4724722289792,100
Netherlands,,,,0,0,0,0,0.013419216317767,1.08695652173913,5.64949006977993,26.2614063338701,66.70692431562,97.5040257648953,94.8067632850241,100
Russia,,,,0,0.0112315381591509,0,0,0,0.0112315381591509,0.134778457909811,0.960296512607402,3.59970798000786,15.2075026674903,36.9686078508452,100
US,New York,Nassau,,0,0,0,0,0,0.0131027253668763,0.524109014675052,4.46802935010482,46.2788259958071,87.4344863731656,125.170335429769,100
Switzerland,,,,0,0,0,0,0.298396120850429,3.95374860126818,20.0671391271913,127.676240208877,288.549048862365,261.693397985826,194.85266691533,100
US,New York,Suffolk,,0,0,0,0,0,0,0.31023784901758,2.31939725217905,37.7751514256168,88.8018909735559,128.039592258827,100
US,New York,Westchester,,0,0,0,0,0,0.35240464344942,2.69485903814262,13.4742951907131,106.695688225539,116.542288557214,112.728026533997,100
Portugal,,,,0,0,0,0,0,0.163766632548618,1.04401228249744,14.8618219037871,56.4790174002047,112.384851586489,100.757420675537,100
US,Illinois,Cook,,0.0299760191846523,0,0,0,0,0.0449640287769784,0.329736211031175,3.77697841726619,24.35551558753,55.0209832134293,87.5299760191847,100
Canada,Quebec,,,0,0,0,0,0,0.0404448938321537,0.141557128412538,2.26491405460061,30.5561172901921,78.5844287158746,109.079878665319,100
Austria,,,,0,0,0,0,0.243506493506494,3.08441558441558,21.1850649350649,138.87987012987,397.402597402597,342.532467532468,171.672077922078,100
India,,,,0.0149142431021626,0.0298284862043251,0,0,0,0.402684563758389,0.64131245339299,1.80462341536167,7.94929157345265,27.0842654735272,62.3713646532438,100
Ireland,,,,0,0,0,0,0,0.089592354785725,0.552486187845304,7.67507839331044,18.8442586232641,30.3120800358369,40.6898611318501,100
US,Michigan,Wayne,,0,0,0,0,0,0,0.0343760742523204,4.05637676177381,43.6576143004469,126.503953248539,172.705397043658,100
Israel,,,,0,0,0,0,0.10752688172043,0.609318996415771,2.8673835125448,11.7204301075269,81.2186379928315,149.247311827957,111.505376344086,100
Sweden,,,,0,0.0294204177699323,0,0,0.176522506619594,2.55957634598411,14.8573109738158,24.7131509267432,41.2180052956752,80.2588996763754,105.119152691968,100
Peru,,,,0,0,0,0,0,0,0.207325501036628,3.02695231513476,4.78230822391154,11.5272978576365,53.1029716655149,100
US,New Jersey,Bergen,,0,0,0,0,0,0.0652315720808871,0.358773646444879,9.26288323548597,29.6477495107632,94.3574690150033,138.421395955643,100
US,California,Los Angeles,,0.034494653328734,0,0,0,0,0.34494653328734,0.724387719903415,6.86443601241807,33.977233528803,97.5853742669886,134.87409451535,100
Canada,Ontario,,,0.0245037980887037,0.0490075961774075,0,0,0.0735113942661113,0.39206076941926,0.490075961774075,5.26831658907131,14.726782651311,47.4148493016418,72.6782651310953,100
US,New Jersey,Hudson,,0,0,0,0,0,0,0.0304321363359708,1.64333536214242,11.7468046256847,55.6603773584906,109.829580036519,100
US,New Jersey,Essex,,0,0,0,0,0,0,0.033167495854063,2.05638474295191,18.1094527363184,66.6003316749585,114.494195688226,100
Chile,,,,0,0,0,0,0,0.141093474426808,0.670194003527337,7.58377425044092,37.6719576719577,74.0035273368607,90.5820105820106,100
US,New York,Rockland,,0,0,0,0,0,0,0.335409678965022,2.20412074748443,54.8155246765692,122.376617153809,139.626257786296,100
Japan,,,,0.22733013387219,0.277847941399343,0.15155342258146,1.66708764839606,3.0310684516292,3.68779994948219,7.04723415003789,7.19878757261935,11.694872442536,27.9868653700429,54.8623389744885,100
US,Florida,Miami-Dade,,0,0,0,0,0,0,0.0823723228995058,4.07742998352554,22.7347611202636,91.9275123558484,124.052718286656,100
Ecuador,,,,0,0,0,0,0,0.398773006134969,0.122699386503067,5.58282208588957,36.9325153374233,53.9877300613497,55.2760736196319,100
US,Pennsylvania,Philadelphia,,0,0,0,0,0,0,0.03315649867374,1.06100795755968,12.2347480106101,48.0769230769231,105.338196286472,100
Poland,,,,0,0,0,0,0,0.0426803243704652,2.04865556978233,13.0601792573624,36.9611609048229,73.6235595390525,112.206572769953,100
US,New Jersey,Union,,0,0,0,0,0,0,0.0370233246945576,1.03665309144761,14.9203998519067,58.4228063680118,118.215475749722,100
Romania,,,,0,0,0,0,0.0399201596806387,0.199600798403194,1.71656686626746,9.10179640718563,30.0199600798403,68.2235528942116,98.3632734530938,100
US,New Jersey,Passaic,,0,0,0,0,0,0,0.0380662352493338,1.40845070422535,13.7419109250095,51.42748382185,111.914731633041,100
US,Massachusetts,Middlesex,,0,0,0,0,0,0.0316355583676052,1.51850680164505,2.21448908573236,13.2552989560266,42.1385637456501,68.8073394495413,100
US,New Jersey,Middlesex,,0,0,0,0,0,0,0.084530853761623,2.62045646661031,18.6390532544379,53.2967032967033,120.963651732883,100
Pakistan,,,,0,0,0,0,0.0823045267489712,0.123456790123457,0.617283950617284,17.8600823045267,30.7407407407407,50.2057613168724,85.1028806584362,100
Norway,,,,0,0,0,0,0.145985401459854,12.5547445255474,89.7810218978102,152.408759124088,236.934306569343,259.56204379562,155.328467153285,100
Denmark,,,,0,0,0,0,0.0803858520900322,0.723472668810289,48.6334405144695,43.0868167202572,58.3601286173634,121.302250803859,180.787781350482,100
US,Massachusetts,Suffolk,,0,0.0359841669665347,0,0,0,0,0.755667506297229,1.79920834832674,13.5300467794171,52.1050737675423,77.186038143217,100
US,Connecticut,Fairfield,,0,0,0,0,0,0,0.258531540847983,5.01551189245088,26.1116856256463,78.852119958635,142.192347466391,100
Czechia,,,,0,0,0,0,0,1.38888888888889,9.49074074074074,69.4444444444444,142.476851851852,223.726851851852,198.032407407407,100
Saudi Arabia,,,,0,0,0,0,0,0.161655350792111,1.29324280633689,7.40381506627869,23.8603297769156,28.2250242483026,45.328160362108,100
US,New York,Orange,,0,0,0,0,0,0,0.0556173526140156,2.78086763070078,38.9321468298109,72.1357063403782,113.57063403782,100
Mexico,,,,0,0,0,0,0,0.18754688672168,0.262565641410353,3.97599399849963,13.390847711928,33.8709677419355,67.629407351838,100
US,Louisiana,Orleans,,0,0,0,0,0,0,1.98347107438017,39.6694214876033,123.140495867769,355.537190082645,346.115702479339,100
United Arab Emirates,,,,0.141093474426808,0.0352733686067019,0.105820105820106,0.0352733686067019,0.141093474426808,0.564373897707231,1.97530864197531,1.94003527336861,6.80776014109347,24.373897707231,69.347442680776,100
US,Michigan,Oakland,,0,0,0,0,0,0,0.195950359242325,6.66231221423906,38.536903984324,100.065316786414,131.939908556499,100
Philippines,,,,0.0631313131313131,0.0631313131313131,0.0631313131313131,0,0,0,3.09343434343434,10.4166666666667,30.9343434343434,121.590909090909,91.0984848484848,100
Indonesia,,,,0,0,0,0,0,0.0899685110211426,1.43949617633828,12.4606387764282,26.1808367071525,40.3508771929825,67.6113360323887,100
US,Louisiana,Jefferson,,0,0,0,0,0,0,0.115473441108545,7.85219399538106,44.919168591224,198.614318706697,265.819861431871,100
Serbia,,,,0,0,0,0,0,0,0.775193798449612,3.42717258261934,11.4647082823337,32.109343125255,69.1962464300286,100
Malaysia,,,,0.838574423480084,0.419287211740042,0.733752620545073,0.314465408805031,0.10482180293501,2.83018867924528,10.377358490566,78.7211740041929,118.553459119497,113.731656184486,116.561844863732,100
US,Washington,King,,0,0,0,0,0,5.63380281690141,23.726977248104,45.7204767063922,95.9913326110509,116.901408450704,133.261105092091,100
Singapore,,,,0.357568533969011,0.715137067938021,1.19189511323004,1.03297576479936,0.357568533969011,0.953516090584029,2.42352006356774,6.63488279698053,13.4286849423917,14.5411203814064,34.207389749702,100
US,Texas,Harris,,0,0,0,0,0,0.317712470214456,0.39714058776807,2.06513105639396,13.3439237490071,54.9642573471009,170.929308975377,100
US,New Jersey,Monmouth,,0,0,0,0,0,0,0.475737392959087,3.61560418648906,43.5775451950523,91.0561370123692,170.313986679353,100
US,New Jersey,Ocean,,0,0,0,0,0,0,0,2.79898218829517,30.19508057676,83.2909245122986,146.055979643766,100
US,Massachusetts,Essex,,0,0,0,0,0,0,0.104766893661603,0.890518596123625,11.9434258774227,41.4876898899948,67.9413305395495,100
Belarus,,,,0,0,0,0,0,0.22075055187638,0.22075055187638,1.43487858719647,1.28771155261221,8.0206033848418,43.4878587196468,100
US,Connecticut,New Haven,,0,0,0,0,0,0,0,1.21212121212121,6.66666666666667,24.7979797979798,77.5757575757576,100
Ukraine,,,,0,0,0,0,0,0.0440722785368004,0,0.661084178052005,7.93301013662406,30.894667254297,43.8519171441164,100
Qatar,,,,0,0,0,0,0,0.463231036479444,14.7075854082224,11.4649681528662,5.15344528083382,23.1615518239722,82.6288361320209,100
US,Michigan,Macomb,,0,0,0,0,0,0,0,4.54921422663358,24.1521918941274,81.4722911497105,120.016542597188,100
Dominican Republic,,,,0,0,0,0,0,0.0711237553342817,0.284495021337127,2.06258890469417,32.2901849217639,63.4423897581792,68.9189189189189,100
Panama,,,,0,0,0,0,0,0,0.899427636958299,8.0130825838103,36.7130008176615,62.0605069501227,99.0188062142273,100
US,New Jersey,Morris,,0,0,0,0,0,0,0.0946969696969697,2.36742424242424,27.3674242424242,72.6325757575758,148.011363636364,100
US,Florida,Broward,,0,0,0,0,0,0,1.21703853955375,8.51926977687627,41.4807302231237,98.9858012170385,101.31845841785,100
Luxembourg,,,,0,0,0,0,0,0.303951367781155,5.47112462006079,96.048632218845,339.817629179331,314.285714285714,190.881458966565,100
Finland,,,,0.130890052356021,0,0,0,0.130890052356021,1.30890052356021,6.15183246073298,44.6335078534031,73.0366492146597,73.2984293193717,142.277486910995,100
US,Massachusetts,Norfolk,,0,0,0,0,0,0.0749063670411985,1.72284644194757,2.09737827715356,17.9775280898876,48.3895131086142,80.0749063670412,100
US,Indiana,Marion,,0,0,0,0,0,0,0.220994475138122,1.87845303867403,30.2762430939227,111.71270718232,122.762430939227,100
Colombia,,,,0,0,0,0,0,0,0.891089108910891,9.20792079207921,38.5148514851485,66.3366336633663,105.148514851485,100
Australia,New South Wales,,,3.2258064516129,0,0,0,0,14.5161290322581,34.6774193548387,195.161290322581,735.483870967742,870.161290322581,383.064516129032,100
US,Connecticut,Hartford,,0,0,0,0,0,0,0,1.29682997118156,8.64553314121038,28.8904899135447,67.1469740634006,100
US,Maryland,Prince George's,,0,0,0,0,0,0,0.401284109149278,1.4446227929374,6.26003210272873,29.8555377207063,80.4975922953451,100
Egypt,,,,0,0,0,0.102669404517454,0,0.205338809034908,6.57084188911704,19.4045174537988,24.5379876796715,37.9876796714579,85.6262833675565,100
Thailand,,,,4.41767068273092,4.41767068273092,3.21285140562249,0.803212851405622,2.00803212851406,2.81124497991968,9.23694779116466,81.1244979919679,310.441767068273,333.333333333333,220.080321285141,100
US,Nevada,Clark,,0,0,0,0,0,0.162337662337662,1.13636363636364,10.7142857142857,44.8051948051948,125.811688311688,143.506493506494,100
South Africa,,,,0,0,0,0,0,0.14903129657228,2.38450074515648,19.8211624441133,115.797317436662,79.7317436661699,70.3427719821162,100
Argentina,,,,0,0,0,0,0,0.128865979381443,2.31958762886598,10.0515463917526,52.1907216494845,81.3144329896907,85.3092783505155,100
US,Pennsylvania,Montgomery,,0,0,0,0,0,0,1.52761457109283,3.99529964747356,27.614571092832,53.2314923619271,112.573443008226,100
US,Massachusetts,Worcester,,0,0,0,0,0,0,0.191938579654511,1.15163147792706,14.5873320537428,48.0806142034549,76.1996161228407,100
US,Massachusetts,Plymouth,,0,0,0,0,0,0,0,0.521376433785193,13.8686131386861,50.3649635036496,92.3879040667362,100
US,Rhode Island,Providence,,0,0,0,0,0,0,0,0,2.90858725761773,26.0387811634349,37.3268698060942,100
US,District of Columbia,District of Columbia,,0,0,0,0,0,0,1.20918984280532,7.01330108827086,24.0628778718259,46.6747279322854,105.199516324063,100
Morocco,,,,0,0,0,0,0,0.22002200220022,0.44004400440044,6.27062706270627,23.3223322332233,47.6347634763476,73.2673267326733,100
Algeria,,,,0,0,0,0,0.166112956810631,1.82724252491694,1.99335548172757,10.4651162790698,46.5116279069767,102.823920265781,112.956810631229,100
US,Arizona,Maricopa,,0.173913043478261,0,0,0,0,0.173913043478261,0.173913043478261,3.30434782608696,48.1739130434783,115.130434782609,126.608695652174,100
US,California,Riverside,,0,0,0,0,0,0,0.609756097560976,1.6260162601626,8.63821138211382,39.2276422764228,79.979674796748,100
Greece,,,,0,0,0,0,1.19047619047619,11.1111111111111,26.984126984127,126.587301587302,188.095238095238,258.730158730159,163.095238095238,100
Moldova,,,,0,0,0,0,0,0,0.346820809248555,5.31791907514451,14.7976878612717,37.9190751445087,90.635838150289,100
US,Maryland,Montgomery,,0,0,0,0,0,0.326441784548422,0.326441784548422,2.9379760609358,14.2546245919478,36.3438520130577,77.9107725788901,100
US,New Jersey,Somerset,,0,0,0,0,0,0,0,2.60416666666667,20.703125,48.1770833333333,102.34375,100
US,California,San Diego,,0,0,0.217864923747277,0,0,0,0.871459694989107,21.7864923747277,51.4161220043573,136.165577342048,144.226579520697,100
US,New York,Dutchess,,0,0,0,0,0,0,0.168918918918919,5.06756756756757,26.8581081081081,80.5743243243243,139.527027027027,100
US,Texas,Dallas,,0,0,0,0,0,0,1.26182965299685,7.57097791798107,38.9589905362776,83.2807570977918,94.794952681388,100
US,Pennsylvania,Delaware,,0,0,0,0,0,0,0.120048019207683,1.56062424969988,17.046818727491,37.6950780312125,90.2761104441777,100
US,New Jersey,Mercer,,0,0,0,0,0,0,0,2.28310502283105,10.3881278538813,31.3926940639269,88.4703196347032,100
US,Washington,Snohomish,,0,0,0,0,0,4.84848484848485,27.2727272727273,72.7272727272727,130.606060606061,180.909090909091,98.7878787878788,100
US,Missouri,St. Louis,,0,0,0,0,0,0,0.157977883096367,1.4218009478673,25.7503949447077,85.1500789889415,107.582938388626,100
US,Pennsylvania,Lehigh,,0,0,0,0,0,0,0,0.187617260787992,11.6322701688555,78.0487804878049,185.178236397749,100
Canada,Alberta,,,0,0,0,0,0,0,3.31588132635253,17.4520069808028,64.0488656195462,84.2931937172775,79.2321116928447,100
US,Massachusetts,Hampden,,0,0,0,0,0,0,0,0.423131170662906,7.33427362482369,69.2524682651622,102.96191819464,100
US,Wisconsin,Milwaukee,,0,0,0,0,0,0,0,13.3909287257019,71.4902807775378,102.80777537797,132.829373650108,100
US,Georgia,Fulton,,0,0,0,0,0,0.328407224958949,0.656814449917898,10.1806239737274,26.7651888341544,84.7290640394089,96.7159277504105,100
US,Florida,Palm Beach,,0,0,0,0,0,0,0.374531835205993,4.8689138576779,26.9662921348315,105.430711610487,111.610486891386,100
US,New York,Erie,,0,0,0,0,0,0,0,5.73770491803279,21.7213114754098,122.950819672131,128.688524590164,100
US,California,Santa Clara,,0,0.51150895140665,0,0,0,4.60358056265985,11.7647058823529,31.4578005115089,90.2813299232737,121.994884910486,108.184143222506,100
Croatia,,,,0,0,0,0,0.78125,1.82291666666667,2.34375,22.3958333333333,101.5625,134.375,103.125,100
US,Illinois,Lake,,0,0,0,0,0,0,0.15552099533437,5.59875583203732,23.0171073094868,55.2099533437014,90.8242612752722,100
Iceland,,,,0,0,0,0,0,37.3626373626374,75.8241758241758,249.450549450549,518.681318681319,568.131868131868,361.538461538462,100
US,New Jersey,Camden,,0,0,0,0,0,0,0.134408602150538,1.34408602150538,8.33333333333333,36.2903225806452,86.9623655913979,100
Bahrain,,,,0,0,0,0,4.0590405904059,2.7060270602706,17.220172201722,10.2091020910209,22.140221402214,22.7552275522755,30.0123001230012,100
Hungary,,,,0,0,0,0,0,0.297619047619048,1.63690476190476,8.92857142857143,27.9761904761905,48.2142857142857,58.7797619047619,100
US,Pennsylvania,Luzerne,,0,0,0,0,0,0,0,0.27027027027027,9.45945945945946,94.0540540540541,231.621621621622,100
US,Massachusetts,Bristol,,0,0,0,0,0,0,0,0.981996726677578,13.7479541734861,54.6644844517185,93.2896890343699,100
Bangladesh,,,,0,0,0,0,0,0,0.241545893719807,1.12721417069243,2.17391304347826,0.966183574879227,22.061191626409,100
China,Guangdong,,,1006.25,1925,846.875,284.375,46.875,12.5,15.625,68.75,218.75,184.375,100,100
Canada,British Columbia,,,0.444444444444444,0.444444444444444,0.888888888888889,0.444444444444444,0.888888888888889,2.66666666666667,14.6666666666667,82.2222222222222,219.555555555556,176,95.5555555555556,100
US,Tennessee,Davidson,,0,0,0,0,0,0,1.42857142857143,16.4285714285714,51.9047619047619,117.142857142857,84.5238095238095,100
US,Colorado,Denver,,0,0,0,0,0,0,1.73745173745174,10.03861003861,38.8030888030888,73.5521235521235,74.9034749034749,100
US,Pennsylvania,Bucks,,0,0,0,0,0,0,0.381679389312977,1.52671755725191,19.0839694656489,49.618320610687,124.427480916031,100
Kuwait,,,,0,0,0,0,7.00325732899023,2.44299674267101,3.58306188925081,11.0749185667752,9.77198697068404,21.8241042345277,92.5081433224756,100
US,Maryland,Baltimore,,0,0,0,0,0,0,0.186219739292365,2.23463687150838,12.6629422718808,50.6517690875233,116.57355679702,100
US,Tennessee,Shelby,,0,0,0,0,0,0,0.398406374501992,3.98406374501992,35.0597609561753,87.6494023904382,73.3067729083665,100
US,Illinois,Will,,0,0,0,0,0,0,0,2.28215767634855,11.6182572614108,65.7676348547718,130.290456431535,100
US,Illinois,DuPage,,0,0,0,0,0,0,0,10.3846153846154,24.6153846153846,51.1538461538461,95.1923076923077,100
Estonia,,,,0,0,0,0,0.440528634361234,0.881057268722467,5.72687224669604,110.57268722467,119.383259911894,140.969162995595,153.74449339207,100
Iraq,,,,0,0,0,0,3.46534653465347,13.8613861386139,17.8217821782178,59.9009900990099,94.059405940594,193.069306930693,227.722772277228,100
US,California,Orange,,0.289017341040462,0,0,0,0,0.578034682080925,0.867052023121387,13.5838150289017,58.6705202312139,115.606936416185,122.254335260116,100
US,Pennsylvania,Berks,,0,0,0,0,0,0,0,0.12453300124533,4.35865504358655,16.4383561643836,55.7907845579078,100
Kazakhstan,,,,0,0,0,0,0,0,0,7.085346215781,10.7890499194847,52.1739130434783,55.7165861513688,100
New Zealand,,,,0,0,0,0,0,1.85185185185185,1.23456790123457,14.1975308641975,157.407407407407,317.283950617284,272.839506172839,100
US,Louisiana,East Baton Rouge,,0,0,0,0,0,0,0,1.54241645244216,25.4498714652956,56.5552699228792,173.521850899743,100
US,Utah,Salt Lake,,0,0,0,0,0.226244343891403,0,0.678733031674208,6.10859728506787,33.9366515837104,66.7420814479638,103.846153846154,100
US,Virginia,Fairfax,,0,0,0,0,0,0,0.583941605839416,1.75182481751825,15.7664233576642,29.7810218978102,52.8467153284672,100
US,Georgia,Dougherty,,0,0,0,0,0,0,0,6.9620253164557,44.9367088607595,112.974683544304,164.873417721519,100
Uzbekistan,,,,0,0,0,0,0,0,0,2.9986962190352,6.77966101694915,16.9491525423729,49.1525423728814,100
US,Colorado,Arapahoe,,0,0,0,0,0,0,0.645161290322581,4.08602150537634,20.8602150537634,69.247311827957,93.7634408602151,100
US,Ohio,Cuyahoga,,0,0,0,0,0,0,0.946372239747634,15.7728706624606,64.9842271293375,127.444794952681,110.725552050473,100
US,New Jersey,Burlington,,0,0,0,0,0,0,0.451467268623025,2.70880361173815,11.2866817155756,51.9187358916479,132.957110609481,100
Australia,Victoria,,,2.8169014084507,2.8169014084507,0,0,0,8.45070422535211,15.4929577464789,140.845070422535,561.971830985916,726.760563380282,270.422535211268,100
US,Pennsylvania,Northampton,,0,0,0,0,0,0,0.288184438040346,1.15273775216138,14.6974063400576,92.7953890489914,164.553314121037,100
Azerbaijan,,,,0,0,0,0,0,1.68067226890756,1.40056022408964,9.2436974789916,21.8487394957983,77.8711484593838,147.33893557423,100
China,Henan,,,100,100,100,100,100,100,100,100,100,100,100,100
China,Zhejiang,,,40100,52600,19100,3000,3000,1000,0,1800,1000,1500,900,100
Slovenia,,,,0,0,0,0,0,1.38888888888889,60.4166666666667,136.805555555556,191.666666666667,232.638888888889,157.638888888889,100
US,Georgia,DeKalb,,0,0,0,0,0,0,0.809716599190283,3.64372469635628,23.2793522267206,55.0607287449393,72.2672064777328,100
US,Ohio,Franklin,,0,0,0,0,0,0,0,2.4390243902439,24.1463414634146,80.9756097560976,88.0487804878049,100
Bosnia and Herzegovina,,,,0,0,0,0,0,0.647249190938511,2.9126213592233,16.8284789644013,41.4239482200647,110.679611650485,105.177993527508,100
US,Maryland,Baltimore city,,0,0,0,0,0,0,0,1.34099616858238,12.4521072796935,36.9731800766284,71.455938697318,100
Armenia,,,,0,0,0,0,0,0.420168067226891,1.26050420168067,46.6386554621849,73.5294117647059,156.72268907563,108.403361344538,100
US,Louisiana,Caddo,,0,0,0,0,0,0,0.403225806451613,3.62903225806452,42.3387096774194,89.1129032258064,229.838709677419,100
US,Michigan,Genesee,,0,0,0,0,0,0,0,0.255102040816327,15.8163265306122,72.9591836734694,103.571428571429,100
Lithuania,,,,0,0,0,0,0,0.578034682080925,1.15606936416185,19.0751445086705,152.023121387283,202.312138728324,176.878612716763,100
US,Florida,Orange,,0,0,0,0,0,0,0,7.48031496062992,38.9763779527559,166.141732283465,125.590551181102,100
US,North Carolina,Mecklenburg,,0,0,0,0,0,0,0.896860986547085,4.93273542600897,75.3363228699552,140.807174887892,164.125560538117,100
North Macedonia,,,,0,0,0,0,0.239234449760766,0,1.43540669856459,9.80861244019139,36.6028708133971,43.7799043062201,66.7464114832536,100
US,California,Alameda,,0,0,0,0,0,0.597014925373134,8.05970149253731,8.35820895522388,42.3880597014925,65.0746268656716,94.6268656716418,100
US,South Dakota,Minnehaha,,0,0,0,0,0,0,0.379266750948167,0.252844500632111,1.39064475347661,4.80404551201011,27.8128950695322,100
US,Washington,Pierce,,0,0,0,0,0,0,7.72727272727273,26.3636363636364,50.4545454545455,141.818181818182,157.272727272727,100
US,New Jersey,Unknown,,0,0,0,0,0,0,1.92307692307692,0,2840.38461538462,6515.38461538462,-7442.30769230769,100
US,California,San Bernardino,,0,0,0,0,0,0,0,1.65016501650165,16.5016501650165,82.1782178217822,140.26402640264,100
US,California,San Francisco,,0,0.677966101694915,0,0,0.338983050847458,0.677966101694915,5.42372881355932,17.6271186440678,51.864406779661,75.9322033898305,93.8983050847458,100
China,Hunan,,,100,100,100,100,100,100,100,100,100,100,100,100
Oman,,,,0,0,0,0,0.711743772241993,2.13523131672598,0.355871886120996,5.33807829181495,10.8540925266904,21.7081850533808,40.2135231316726,100
China,Hong Kong,,,18.1818181818182,31.8181818181818,65.9090909090909,34.0909090909091,54.5454545454545,29.5454545454545,54.5454545454545,179.545454545455,556.818181818182,793.181818181818,388.636363636364,100
US,Georgia,Cobb,,0,0,0,0,0,0,2.21606648199446,8.31024930747922,22.4376731301939,61.4958448753463,86.4265927977839,100
US,Delaware,New Castle,,0,0,0,0,0,0,1.32450331125828,6.29139072847682,22.5165562913907,50.9933774834437,150.993377483444,100
Australia,Queensland,,,6.25,2.08333333333333,2.08333333333333,0,0,16.6666666666667,14.5833333333333,258.333333333333,727.083333333333,712.5,245.833333333333,100
Cameroon,,,,0,0,0,0,0,0,0.75187969924812,4.13533834586466,23.3082706766917,86.8421052631579,159.398496240602,100
China,Anhui,,,100,100,100,100,100,100,100,100,100,100,100,100
US,Texas,Tarrant,,0,0,0,0,0,0,0.28328611898017,5.09915014164306,20.1133144475921,66.5722379603399,88.385269121813,100
US,Indiana,Lake,,0,0,0,0,0,0,0,0.883002207505519,5.96026490066225,40.6181015452539,68.4326710816777,100
US,Texas,Travis,,0,0,0,0,0,0,0,1.84210526315789,34.2105263157895,44.2105263157895,76.8421052631579,100
Slovakia,,,,0,0,0,0,0,0,5.79710144927536,38.768115942029,37.3188405797101,72.463768115942,99.6376811594203,100
US,Puerto Rico,Unknown,,0,0,0,0,0,0,0,2.06185567010309,19.9312714776632,86.5979381443299,126.116838487973,100
US,Pennsylvania,Lancaster,,0,0,0,0,0,0,0,0.53475935828877,5.08021390374332,48.6631016042781,105.080213903743,100
US,Colorado,Weld,,0,0,0,0,0,0,0,2.60115606936416,28.3236994219653,64.1618497109827,82.3699421965318,100
US,Louisiana,St. Tammany,,0,0,0,0,0,0,0,5.98802395209581,47.3053892215569,185.62874251497,226.347305389222,100
China,Jiangxi,,,100,100,100,100,100,100,100,100,100,100,100,100
US,New York,Monroe,,0,0,0,0,0,0,0.427350427350427,11.5384615384615,47.4358974358974,120.08547008547,118.803418803419,100
US,Pennsylvania,Allegheny,,0,0,0,0,0,0,0,10.8433734939759,69.2771084337349,172.289156626506,204.819277108434,100
US,Georgia,Gwinnett,,0,0,0,0,0,0,0.668896321070234,3.34448160535117,22.4080267558528,74.9163879598662,105.351170568562,100
US,Texas,Bexar,,0,0,0.727272727272727,0,2.90909090909091,0.363636363636364,0,2.18181818181818,24.3636363636364,61.8181818181818,135.272727272727,100
US,Pennsylvania,Monroe,,0,0,0,0,0,0,1.0989010989011,7.14285714285714,28.5714285714286,139.56043956044,217.032967032967,100
US,Maryland,Anne Arundel,,0,0,0,0,0,0,0,1.27877237851662,9.46291560102302,41.9437340153453,76.4705882352941,100
US,California,Sacramento,,0,0,0,0,1.12359550561798,0,4.8689138576779,10.4868913857678,25.4681647940075,85.3932584269663,101.87265917603,100
US,Florida,Hillsborough,,0,0,0,0,0,0.904977375565611,0.452488687782805,7.69230769230769,59.2760180995475,114.47963800905,114.47963800905,100
Cuba,,,,0,0,0,0,0,0,0.864553314121038,2.30547550432277,16.1383285302594,47.8386167146974,81.2680115273775,100
China,Heilongjiang,,,16.6666666666667,72.6190476190476,66.6666666666667,32.1428571428571,1.58730158730159,0.396825396825397,0.396825396825397,0.396825396825397,0.396825396825397,1.58730158730159,48.015873015873,100
US,Colorado,Jefferson,,0,0,0,0,0,0.5,2,15.5,47.5,127,137.5,100
US,Rhode Island,Unknown,,0,0,0,0,0,0.480769230769231,0.721153846153846,9.375,14.9038461538462,-0.240384615384615,76.6826923076923,100
